source,image,proposals,final_instances,sam2_selected,coarse_selected,watershed_selected,universal_boundary_selected,cellpose_style_selected,separator_selected,external_selected,separator_generated,separator_before_ranker,separator_after_ranker,separator_after_set_selector,separator_after_merge,proposals_before_ranker,proposals_after_ranker,proposals_after_set_selector,proposals_after_merge,ranked_proposals,final_pred_n,final_gt_n,final_dice,final_binary_iou,final_pq,final_sq,final_rq,final_aji,final_precision,final_recall,final_f1,final_tp,final_fp,final_fn
tissuenet,tissuenet_test_1056.png,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,114,0.8649552418256451,0.7620450520531621,0.5001693397875459,0.762022700029261,0.6563706563706564,0.4524803536345776,0.5862068965517241,0.7456140350877193,0.6563706563706564,85,60,29
tissuenet,tissuenet_test_1057.png,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0.9273065800419918,0.8644656178447448,0.5973802971285443,0.7784046295917395,0.7674418604651163,0.7069921558020016,0.75,0.7857142857142857,0.7674418604651163,33,11,9
tissuenet,tissuenet_test_1058.png,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,118,0.8916749886518384,0.8045248275749086,0.597343853866781,0.7825204485654831,0.7633587786259542,0.5871986628049396,0.6944444444444444,0.847457627118644,0.7633587786259542,100,44,18
tissuenet,tissuenet_test_1059.png,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,0.8504306336177268,0.7397819205065073,0.4849415873906699,0.7453731806189926,0.6506024096385542,0.5569755729035507,0.6,0.7105263157894737,0.6506024096385542,27,18,11
tissuenet,tissuenet_test_106.png,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,0.8732419991630733,0.7750040368157597,0.6597101308229402,0.7616653328592127,0.8661417322834646,0.6416666666666667,0.8661417322834646,0.8661417322834646,0.8661417322834646,110,17,17
tissuenet,tissuenet_test_1060.png,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,109,0.8443451431003298,0.7306205118762659,0.60296951050454,0.7960552526323983,0.7574468085106383,0.6125241260990778,0.7063492063492064,0.8165137614678899,0.7574468085106383,89,37,20
tissuenet,tissuenet_test_1061.png,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,113,0.8295969758916437,0.708813083017837,0.5533950560488682,0.7593809935781691,0.728744939271255,0.5588926473206338,0.6716417910447762,0.7964601769911505,0.728744939271255,90,44,23
tissuenet,tissuenet_test_1062.png,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,79,0.8664880234009041,0.7644277619374166,0.593895262757013,0.810714168207986,0.7325581395348837,0.6396780144222707,0.6774193548387096,0.7974683544303798,0.7325581395348837,63,30,16
tissuenet,tissuenet_test_1063.png,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,66,0.8790857751326272,0.7842578456318914,0.6239017515942671,0.782713106545535,0.7971014492753623,0.6830735750632061,0.7638888888888888,0.8333333333333334,0.7971014492753623,55,17,11
tissuenet,tissuenet_test_1064.png,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,97,0.8726357640245443,0.7740495362348384,0.5561609055514627,0.789748485883077,0.704225352112676,0.5449316527605184,0.646551724137931,0.7731958762886598,0.704225352112676,75,41,22
tissuenet,tissuenet_test_1065.png,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,110,0.8570426592520227,0.7498465854299992,0.6093849707622917,0.7941453076423483,0.7673469387755102,0.6313262366426251,0.6962962962962963,0.8545454545454545,0.7673469387755102,94,41,16
